gene	mean	median	longest_isoform	merged
RNASEH2C	2785	2785	2785	2785
AP5B1	6595	6595	6595	6595
OVOL1	2941	3022	3193	3663
OVOL1-AS1	544	544	544	544
LOC101927853	2649	2656	2698	2698
SNX32	1794	1763	1915	2247
CFL1	1260	1260	1260	1260
MUS81	2270	2395	2400	2403
EFEMP2	2002	2002	2068	2068
CTSW	1296	1296	1296	1296
FIBP	1285	1285	1450	1450
CCDC85B	1232	1232	1232	1232
FOSL1	1649	1649	1668	1748
C11orf68	1558	1558	1560	1560
DRAP1	1005	1005	1005	1005
TSGA10IP	1726	1726	1726	1726
SART1	3601	3601	3601	3601
EIF1AD	2830	2826	2925	2925
BANF1	1123	1123	1152	1152
CST6	609	609	609	609
CATSPER1	2296	2210	2619	2658
GAL3ST3	3320	3320	3320	3320
SF3B2	3166	3166	3439	3446
PACS1	3399	3399	4493	4933
KLC2	2852	2913	3016	3269
RAB1B	1955	1955	1955	1955
CNIH2	1363	1356	1382	1382
YIF1A	1084	1121	1189	1210
TMEM151A	2530	2530	2530	2530
CD248	2558	2558	2558	2558
RIN1	2684	2684	2684	2684
BRMS1	1291	1355	1437	1679
B3GNT1	2070	2070	2070	2070
LOC102724064	821	821	821	821
TRNAS22	82	82	82	82
SLC29A2	2315	2430	2671	3015
LOC100505504	1208	1143	1543	1638
NPAS4	3302	3302	3302	3302
MRPL11	1392	1553	1686	1813
LOC101928090	215	215	215	215
PELI3	2496	2544	2744	2889
LOC102724131	152	152	152	152
LOC101928069	1115	1115	1115	1115
DPP3	3051	3080	3083	3083
BBS1	3370	3370	3370	3370
ZDHHC24	1084	987	1317	1631
ACTN3	2938	2938	2938	2938
CTSF	2014	2014	2014	2014
CCDC87	2915	2915	2915	2915
CCS	1154	1154	1277	1277
RBM14-RBM4	1268	1268	1614	1614
RBM14	4475	4061	5415	5415
RBM4	1931	1698	3090	4228
RBM4B	1782	1931	2100	2148
SPTBN2	9662	9959	10230	11065
C11orf80	2177	2177	2323	2326
RCE1	1469	1469	1471	1471
PC	3846	3967	4192	4604
LRFN4	2468	2468	2528	2738
MIR3163	47	47	73	73
C11orf86	1185	1185	1185	1185
SYT12	3517	3511	3602	3763
MIR6860	44	44	66	66
RHOD	1017	1017	1133	1133
KDM2A	6612	6584	7548	7933
ADRBK1	3444	3444	3444	3444
ANKRD13D	1957	2115	2223	2301
SSH3	2807	2804	2944	3046
LOC100130987	850	850	850	850
POLD4	1671	1690	1760	1760
CLCF1	1801	1801	1842	1973
RAD9A	2192	2225	2332	2723
PPP1CA	1437	1470	1503	1503
TBC1D10C	1794	1780	1950	2129
CARNS1	4361	3969	5173	5173
RPS6KB2	1746	1744	1870	1910
PTPRCAP	907	907	907	907
CORO1B	1921	1921	1932	1979
GPR152	1429	1429	1429	1429
CABP4	2111	1892	4020	4088
TMEM134	1038	950	1271	1463
AIP	1233	1233	1233	1233
MIR6752	38	22	71	71
PITPNM1	4224	4224	4226	4226
CDK2AP2	1272	1252	1482	1793
CABP2	1051	1051	1146	1147
GSTP1	958	958	958	958
NDUFV1	1617	1617	1631	1631
DOC2GP	434	434	434	434
NUDT8	780	780	816	816
TBX10	1548	1548	1548	1548
ACY3	1300	1300	1300	1300
ALDH3B2	2572	2572	2650	2689
FAM86C2P	1859	1859	1859	1859
RNU6-46P	107	107	107	107
UNC93B1	2316	2316	2316	2316
ALDH3B1	2795	2818	2860	2933
NDUFS8	876	891	917	1394
MIR7113	34	23	59	59
MIR4691	43	23	85	85
TCIRG1	2998	2702	5366	5892
MIR6753	69	22	164	164
CHKA	2751	2690	3348	4980
SUV420H1	4471	5252	5797	7457
C11orf24	1830	2102	2291	2313
LOC102724209	720	720	720	720
LRP5	5200	5200	5273	5273
LOC101928175	269	269	269	269
PPP6R3	4722	5027	5165	6746
GAL	774	774	778	778
MTL5	2704	2631	3625	6481
CPT1A	3726	3519	5253	5618
MRPL21	761	742	865	1082
IGHMBP2	2879	2625	3954	4747
MRGPRD	966	966	966	966
MRGPRF	2277	2277	2283	2283
RP11-554A11.6	775	775	958	984
TPCN2	3281	3830	5026	5832
MIR3164	52	52	83	83
RP11-554A11.8	988	988	988	988
MYEOV	1859	2070	2287	2492
LOC101928262	1510	1510	1510	1510
LOC102724265	525	525	525	525
LOC101928292	3308	3347	3526	3526
LOC102724346	47	47	47	47
CCND1	4196	4196	4289	4511
FLJ42258	4721	4721	4721	4721
ORAOV1	1566	1566	2528	2528
FGF19	2137	2137	2137	2137
FGF4	946	1063	1220	1242
FGF3	1548	1548	1548	1548
ANO1	4692	4807	4918	5426
LOC101928443	1755	1755	1755	1755
ANO1-AS2	804	804	804	804
LOC101928473	589	589	589	589
FADD	1853	1853	1853	1853
PPFIA1	5151	5202	5564	5977
MIR548K	69	69	116	116
CTTN	2620	3050	3281	3364
SHANK2	9817	10117	10641	11219
SHANK2-AS1	2252	2252	2252	2252
SHANK2-AS3	1683	1683	1683	1683
MIR3664	47	22	99	99
LOC102724403	54	54	54	54
FLJ42102	2162	2162	2162	2162
DHCR7	2653	2653	2665	2665
NADSYN1	2433	2433	2433	2433
MIR6754	36	22	66	66
KRTAP5-7	898	898	898	898
KRTAP5-8	1183	1183	1183	1183
KRTAP5-9	1188	1188	1188	1188
KRTAP5-10	1058	1058	1058	1058
KRTAP5-11	1021	1021	1021	1021
FAM86C1	2070	2090	2111	2192
ALG1L9P	1694	1588	2488	3870
ZNF705E	3441	3441	3441	3441
DEFB108B	222	222	222	222
LOC100133315	1245	1245	1245	1245
LOC100129216	213	213	213	213
RNF121	2374	2391	2706	2775
IL18BP	1475	1387	2796	3155
NUMA1	6956	7201	7405	8528
LOC100128494	4233	4233	4233	4233
MIR3165	48	48	75	75
LRTOMT	2317	2579	3830	5846
LAMTOR1	1179	1179	1179	1179
ANAPC15	878	864	1096	1416
FOLR3	847	847	847	847
FOLR1	1059	1047	1196	1250
FOLR2	1109	1119	1131	1212
INPPL1	4856	4895	5120	5417
PHOX2A	1699	1699	1699	1699
CLPB	3030	3182	3379	3379
LOC101928555	2511	2511	2511	2511
PDE2A	4193	4183	4316	4847
LOC102724448	467	467	510	529
MIR139	38	23	68	68
ARAP1	4939	4948	5137	5646
STARD10	1988	1988	1988	1988
MIR4692	42	42	63	63
ATG16L2	1828	1871	2261	2935
FCHSD2	4490	4490	4490	4490
LOC102724472	265	265	265	265
P2RY2	5375	5397	8736	9080
P2RY6	2218	2457	2649	3310
ARHGEF17	6667	6667	7813	9023
RELT	2735	3133	3503	4752
FAM168A	6998	6960	7305	7305
PLEKHB1	1949	2134	2380	2979
RAB6A	3193	3252	3408	3560
MRPL48	1006	1006	1032	1038
COA4	817	817	817	817
PAAF1	1563	1577	1675	1792
DNAJB13	1390	1326	1875	2345
UCP2	1646	1646	1646	1646
UCP3	2332	2332	2425	3485
C2CD3	6959	7297	7960	8292
PPME1	2994	2755	3514	3556
P4HA3	2161	2292	2767	3321
RP11-632K5.3	2157	2157	2157	2157
PGM2L1	8501	8501	8501	8501
MIR548AL	59	59	97	97
KCNE3	3070	3070	3070	3070
LIPT2	960	960	960	960
LOC100287896	2128	2128	2128	2128
POLD3	3498	3769	4068	4713
CHRDL2	1792	1719	1993	2305
MIR4696	46	46	70	70
RNF169	7823	7823	7823	7823
XRRA1	3493	3608	5001	5930
LOC102724544	160	160	160	160
SPCS2	2708	2708	2708	2708
NEU3	2748	2748	2748	2748
OR2AT4	963	963	963	963
SLCO2B1	3621	3976	4345	4657
TPBGL	2800	2800	2800	2800
ARRB1	3074	1722	7522	7920
MIR326	57	57	95	95
RPS3	1898	2026	2171	2747
SNORD15A	148	148	148	148
SNORD15B	146	146	146	146
KLHL35	1938	1938	1938	1938
GDPD5	2882	2728	3174	3439
SERPINH1	2648	2320	3392	3677
MAP6	2938	2648	4329	6250
MOGAT2	1005	1005	1005	1005
LOC283214	1504	1504	1504	1504
DGAT2	2389	2389	2454	2454
LOC100506113	681	681	924	1092
UVRAG	3020	2081	5166	5961
WNT11	2020	2020	2113	2215
TRNAP6	72	72	72	72
TRNAP14	72	72	72	72
PRKRIR	3190	3190	3190	3190
LOC100506127	5359	5359	5359	5359
C11orf30	6181	6113	7009	7009
LOC101928813	395	395	395	395
LRRC32	3421	3785	4312	4680
GUCY2EP	2799	2799	2799	2799
RP11-21L23.3	528	528	528	528
TSKU	2977	2710	3554	3849
ACER3	3110	3515	4387	4705
B3GNT6	2560	2560	2560	2560
CAPN5	4393	4393	4393	4393
OMP	492	492	492	492
MYO7A	6779	7148	7465	8195
GDPD4	2559	2559	2585	2585
PAK1	3238	3181	3479	4005
AQP11	1680	1680	2153	2153
LOC102724607	1886	1886	1886	1886
CLNS1A	1373	1373	1373	1373
RSF1	8260	8260	11387	11396
AAMDC	549	549	594	594
INTS4	2641	2641	3149	3332
NDUFC2-KCTD14	2356	2341	2436	2436
KCTD14	1726	1726	1782	1897
THRSP	1180	1180	1180	1180
NDUFC2	2383	2406	2475	2475
ALG8	1706	1705	1778	2020
KCTD21-AS1	819	819	1083	1083
KCTD21	3528	3450	4015	4702
USP35	5257	5132	5949	7050
GAB2	6093	6087	6149	6324
RP11-452H21.4	1745	1745	1745	1745
NARS2	2278	2278	2519	2519
RP11-843A23.1	699	699	699	699
TENM4	13520	13520	13548	13733
LOC101928921	1888	1888	1888	1888
MIR708	44	23	88	88
MIR5579	33	22	58	58
LOC101928964	120	120	128	144
RP11-686G23.2	1571	1571	1571	1571
RP11-179A16.1	1397	1397	1397	1397
MIR4300	57	57	96	96
FAM181B	1861	1861	1861	1861
PRCP	2103	2143	2206	2305
C11orf82	3327	3327	3565	3565
RAB30	9926	9935	10050	10414
SNORA70E	135	135	135	135
RAB30-AS1	673	673	673	673
PCF11	6174	6303	6306	6306
LOC100506282	496	496	658	694
ANKRD42	3265	3203	4093	6155
CCDC90B	2900	3791	4338	4423
LOC102724712	272	272	272	272
DLG2	7098	7505	8046	10785
LOC101929043	186	186	186	186
TMEM126B	1088	1110	1210	1341
TMEM126A	771	771	818	818
CREBZF	5650	5636	7575	7575
CCDC89	2428	2428	2428	2428
SYTL2	4272	3973	8101	9026
CCDC83	2071	2097	2358	2397
PICALM	3751	3726	4151	4566
EED	2295	2065	3286	4177
MIR6755	36	22	66	66
C11orf73	973	1004	1137	1511
CCDC81	2400	2574	2781	2781
ME3	1970	2138	2313	2997
LOC102724764	499	499	499	499
LOC102724775	448	448	448	448
PRSS23	3907	3907	4009	4009
OR7E2P	1024	1024	1024	1024
FZD4	7394	7394	7394	7394
RP11-736K20.6	1212	1212	1212	1212
TMEM135	6838	9014	9080	9157
LOC101929137	278	278	322	434
RAB38	1496	1460	1728	2139
MIR3166	57	57	92	92
CTSC	4711	6091	6135	7623
LOC101929174	797	797	805	817
GRM5	8228	8386	8534	8745
GRM5-AS1	4821	4821	4821	4821
RNU6-16P	107	107	107	107
TYR	2065	2065	2065	2065
NOX4	2699	2183	4604	5355
FOLH1B	2149	2149	2325	2566
TRIM77	1237	1237	1353	1353
TRIM49	2163	2163	2163	2163
TRIM64B	1533	1533	1533	1533
TRIM49D1	1474	1474	1474	1474
TRIM49D2P	1651	1651	1651	1651
LOC101929493	468	468	468	468
TRIM64	1533	1533	1533	1533
TRIM51EP	1536	1536	1536	1536
TRIM53AP	1730	1730	1730	1730
TRIM49C	2163	2163	2163	2163
UBTFL1	1182	1182	1182	1182
NAALAD2	2921	3311	3482	3525
CHORDC1	2572	2867	3385	3448
DISC1FP1	774	774	774	774
MIR4490	53	53	84	84
MIR1261	50	50	82	82
FAT3	17473	17473	19048	19207
MTNR1B	1662	1662	1662	1662
SLC36A4	3581	2395	6061	6399
CCDC67	2689	2689	2713	2769
LOC102723746	216	216	216	216
SMCO4	976	976	976	976
KIAA1731	7909	8013	8052	8088
SCARNA9	353	353	353	353
SNORA25	134	134	134	134
SNORA32	121	121	121	121
SNORD6	71	71	71	71
SNORA1	130	130	130	130
SNORA8	139	139	139	139
SNORD5	73	73	73	73
SNORA18	132	132	132	132
MIR1304	45	22	91	91
SNORA40	127	127	127	127
TAF1D	1312	1312	1312	1312
C11orf54	2589	2591	2884	3169
MED17	2598	2598	3497	3497
VSTM5	603	603	603	603
HEPHL1	5951	5951	5951	5951
PANX1	4326	4326	5883	6535
FOLR4	753	753	753	753
GPR83	4282	4282	4282	4282
MRE11A	3642	2819	5164	5248
MIR548L	54	54	86	86
ANKRD49	1905	1905	1905	1905
LINC01171	604	604	604	604
FUT4	6048	6048	6048	6048
PIWIL4	3199	3199	3199	3199
AMOTL1	6919	7356	8999	10295
CWC15	1576	1576	1576	1576
KDM4D	2974	2974	2974	2974
KDM4E	2339	2339	2339	2339
SRSF8	3646	3877	4348	4348
ENDOD1	4693	4693	4693	4693
LOC101929295	1926	1926	1926	1926
SESN3	9394	9394	9443	9828
LOC100129203	1960	1960	1960	1960
FAM76B	3417	3951	4021	4510
CEP57	3108	3100	3222	3222
MTMR2	4613	4608	4862	5125
MAML2	7111	7111	7111	7111
MIR1260B	54	54	89	89
CCDC82	2815	2653	3954	4927
JRKL	3365	3365	3570	3570
JRKL-AS1	648	648	648	648
CNTN5	5772	6074	6472	7706
ARHGAP42	4752	4752	4752	4752
TMEM133	1856	1856	1856	1856
PGR	10958	12049	13037	13037
LOC101054525	1223	1223	1223	1223
TRPC6	4588	4588	4612	4640
MIR3920	54	54	86	86
ANGPTL5	1837	1837	2368	2368
KIAA1377	6118	6118	7043	7076
C11orf70	1195	1022	2198	2286
YAP1	5316	5350	5440	5751
BIRC3	5631	5631	6911	6911
BIRC2	3420	3796	4073	4265
TMEM123	3590	3590	3590	3590
LOC101928424	761	786	803	936
LOC102723838	380	380	380	380
MMP7	1119	1119	1119	1119
MMP20	1956	1956	1956	1956
LOC101928477	774	774	774	774
MMP27	1647	1647	1647	1647
MMP8	2582	2582	3056	3147
MMP10	1759	1759	1759	1759
WTAPP1	2642	2642	2642	2642
MMP1	1979	1979	2055	2055
MMP3	1828	1828	1828	1828
MMP12	1877	1877	1877	1877
MMP13	2719	2719	2719	2719
DCUN1D5	4172	1369	12732	12835
DYNC2H1	13599	13678	13699	13699
LOC102723862	648	648	858	892
MIR4693	40	23	75	75
PDGFD	3984	3984	3993	3993
DDI1	2615	2615	2615	2615
LOC102723879	244	244	244	244
LOC102723895	517	517	517	517
CASP12	1087	1165	1400	1400
LOC643733	617	617	619	619
CASP4	1335	1335	1352	1418
CASP5	1191	1165	1488	1493
CASP1	1389	1352	2009	2042
CARD16	726	726	758	758
CARD17	466	466	466	466
CARD18	660	660	660	660
GRIA4	4833	5415	5621	7703
LOC101928506	206	206	206	206
MSANTD4	3199	3072	4087	4195
KBTBD3	4937	4231	6551	6551
AASDHPPT	2861	2861	2861	2861
LOC101928535	1755	1755	1755	1755
GUCY1A2	16172	16172	16219	16219
CWF19L2	2586	2586	3280	3280
ALKBH8	3125	4031	4067	4074
ELMOD1	2979	2979	2991	2991
LOC643923	972	972	972	972
SLN	730	730	730	730
SLC35F2	2945	2945	3170	3254
RAB39A	1782	1782	1782	1782
CUL5	6194	6194	6387	6394
ACAT1	1737	1556	2138	2363
NPAT	5938	5938	5938	5938
ATM	12276	12989	13269	13766
C11orf65	1038	1033	1205	1372
KDELC2	4311	4311	4311	4311
LOC101928561	690	690	690	690
EXPH5	7375	6486	10187	10498
DDX10	3264	3264	3264	3264
LOC101928586	98	98	98	98
C11orf87	5949	5949	5962	6015
ZC3H12C	6492	8807	9012	9084
RDX	2874	2636	4490	5548
FDX1	3155	3155	3155	3155
ARHGAP20	5908	6085	6199	7134
LOC102723966	739	739	739	739
C11orf53	1052	1052	1052	1052
COLCA1	5499	5499	5499	5499
COLCA2	1292	1266	1521	1783
MIR4491	45	45	68	68
POU2AF1	3089	3032	3479	5573
LOC101928620	733	733	824	824
RP11-794P6.1	2587	2587	2587	2587
RP11-794P6.3	1992	1992	1992	1992
BTG4	1115	1089	1236	1515
MIR34B	43	23	84	84
MIR34C	40	23	77	77
LOC101928666	1155	1155	1155	1155
C11orf88	754	754	795	795
LAYN	2264	2590	2772	2995
SIK2	5681	5681	5681	5681
LOC101928690	1285	1388	1445	1473
PPP2R1B	4002	5060	5605	9241
LOC102724028	323	323	323	323
ALG9	4829	6137	6435	6728
FDXACB1	2961	2909	3066	3563
C11orf1	984	984	984	984
CRYAB	691	691	691	691
HSPB2-C11orf52	1527	1527	1527	1527
HSPB2	841	841	841	841
C11orf52	1140	1140	1140	1140
DIXDC1	3376	2437	5963	7990
DLAT	4346	4346	4346	4346
PIH1D2	1281	1248	1351	1567
C11orf57	3074	3039	3782	3782
TIMM8B	988	988	1155	1155
SDHD	1379	1395	1525	1579
IL18	1141	1141	1147	1147
TEX12	1144	1144	1144	1144
BCO2	2756	2782	2912	3005
PTS	935	935	935	935
PLET1	1541	1541	1541	1541
LOC100506870	951	951	951	951
LOC101928774	1011	1011	1221	1286
RP11-65M17.3	855	855	855	855
RP11-65M17.1	2067	2067	2067	2067
RP11-629G13.1	1934	1934	1934	1934
NCAM1	5553	5962	6070	8527
NCAM1-AS1	713	713	713	713
TTC12	2601	2598	2976	3767
ANKK1	2313	2355	2543	2689
DRD2	2565	2567	2699	2746
MIR4301	43	43	66	66
TMPRSS5	1904	1978	2341	2700
ZW10	2820	2820	2948	2948
CLDN25	690	690	690	690
USP28	4720	4670	5183	5220
HTR3B	1888	1888	1888	1888
HTR3A	2161	2157	2334	2411
ZBTB16	2306	2329	2450	3419
LOC101928875	2847	2499	3731	4812
LOC101928916	687	687	687	687
NNMT	1578	1578	1578	1578
RP11-64D24.4	2074	2074	3831	4009
C11orf71	1399	1399	2019	2237
RBM7	3665	3746	3750	3750
REXO2	1161	1161	1161	1161
NXPE1	1532	1532	1925	1962
LOC101928962	311	311	355	355
NXPE4	1693	1699	2163	2249
NXPE2	1793	1793	1808	1932
CADM1	4233	4228	4307	4394
LOC101928985	1446	1446	1446	1446
LINC00900	2245	2245	2245	2245
LOC102724165	117	117	122	136
LOC101929011	272	272	272	272
BUD13	2024	2064	2206	2206
ZNF259	1778	1778	1778	1778
APOA5	1915	1908	1932	1948
APOA4	1460	1460	1460	1460
APOC3	533	533	533	533
APOA1	918	922	935	971
SIK3	5743	6058	6343	6665
PAFAH1B2	2108	1188	4178	6430
SIDT2	3919	3919	3919	3919
LOC100652768	1244	1244	1244	1244
TAGLN	1358	1358	1557	1557
PCSK7	3469	3558	4713	7165
RNF214	2567	2695	2810	2956
BACE1	5552	5677	5847	6020
BACE1-AS	798	798	798	798
CEP164	6510	5908	7594	7929
DSCAML1	6899	6899	6899	6899
LOC101929039	4392	4392	4392	4392
FXYD2	574	574	578	669
FXYD6-FXYD2	1153	1153	1184	1234
FXYD6	2074	2132	2229	2417
TMPRSS13	2817	2794	3448	4675
IL10RA	3794	3786	3940	3940
TMPRSS4-AS1	382	382	382	382
TMPRSS4	2530	2016	3535	4410
SCN4B	4408	4439	4579	4819
SCN2B	4922	4922	4922	4922
AMICA1	1954	1957	2215	2608
MPZL3	3847	3950	4082	4229
MPZL2	2115	2115	2861	3188
CD3E	1513	1513	1513	1513
CD3D	675	675	741	741
CD3G	1010	983	1311	1738
UBE4A	6117	6117	6128	6128
LOC100131626	545	545	572	572
ATP5L	1364	1364	1391	1391
KMT2A	14938	15201	16594	16594
LOC101929115	1353	1353	1462	1675
RP11-770J1.3	283	283	290	297
TTC36	679	679	679	679
TMEM25	1783	1613	2530	3010
IFT46	1640	1722	1875	1876
ARCN1	3098	3752	4016	4040
PHLDB1	5245	5549	6164	8074
MIR6716	40	22	80	80
TREH	1796	1796	1854	1854
LOC102724266	59	59	59	80
DDX6	6119	6138	6227	6321
CXCR5	2891	2891	2903	3107
LOC101929133	1375	1375	1375	1375
BCL9L	7314	7232	7740	8175
MIR4492	48	48	80	80
UPK2	934	934	934	934
FOXR1	1001	984	1153	1155
CCDC84	1236	1259	1469	1553
RPL23AP64	641	641	641	641
RPS25	492	492	492	492
TRAPPC4	1200	1200	1200	1200
MIR3656	43	43	69	69
SLC37A4	2229	2103	2607	2777
HYOU1	4531	4522	4601	4785
VPS11	3223	3223	3223	3223
HMBS	1484	1480	1587	1692
H2AFX	1594	1594	1594	1594
DPAGT1	2188	2188	2234	2236
C2CD2L	3055	3344	3690	3693
HINFP	2091	2238	2355	2618
ABCG4	3725	3725	3837	3937
NLRX1	3744	3735	4143	4360
PDZD3	1839	2245	2363	2854
CCDC153	776	722	1165	1398
CBL	11231	11231	11231	11231
MCAM	3400	3355	3714	4028
MIR6756	35	23	63	63
RNF26	2815	2815	2815	2815
MFRP	3925	3925	3925	3925
C1QTNF5	2643	2643	3925	3925
USP2	3382	3612	3733	4373
USP2-AS1	1156	1156	1156	1156
THY1	2397	2397	2397	2397
PVRL1	2821	1549	5481	6114
LOC102724301	546	546	546	546
LOC101929156	96	96	96	96
TRIM29	2788	3019	3150	3265
LOC729173	2075	2075	2075	2075
OAF	2319	2319	2777	3249
POU2F3	2958	2958	3013	3081
RP11-778O17.4	2128	2128	2128	2128
TMEM136	4108	4125	4462	4465
ARHGEF12	9379	9206	9829	10554
GRIK4	4807	5706	5756	6293
LOC101929227	6314	6314	6314	6314
TBCEL	5951	6394	6912	7542
TECTA	6804	6804	7140	7155
SC5D	6982	6982	7019	7157
SORL1	10973	10973	10973	10973
LOC100507165	643	643	643	643
MIR100HG	3082	3082	3082	3082
MIR125B1	44	22	88	88
BLID	862	862	862	862
MIRLET7A2	38	22	72	72
MIR100	41	22	80	80
TRNAK27	73	73	73	73
UBASH3B	6764	6764	6903	7153
CRTAM	2422	2422	2422	2422
C11orf63	2788	2879	3148	4492
LOC101929267	148	148	148	148
BSX	702	702	702	702
LOC341056	2046	2046	2046	2046
HSPA8	2217	2191	2460	2463
SNORD14E	80	80	80	80
SNORD14D	87	87	87	87
SNORD14C	88	88	88	88
LOC101929289	540	540	544	736
CLMP	2643	2643	2643	2643
MIR4493	47	47	73	73
GRAMD1B	5042	3123	8328	10111
SCN3B	3606	3673	6066	6066
ZNF202	3990	4005	4182	4436
OR6X1	939	939	939	939
OR6M1	942	942	942	942
TMEM225	1027	1027	1098	1107
OR8D4	945	945	945	945
OR4D5	957	957	957	957
OR6T1	972	972	972	972
OR10S1	996	996	996	996
OR10G4	936	936	936	936
OR10G9	936	936	936	936
OR10G8	936	936	936	936
OR10G7	936	936	936	936
VWA5A	2939	3422	3537	4057
LOC102724410	144	144	144	144
OR8G2	915	915	915	915
OR8G1	936	936	936	936
OR8G5	1041	1041	1041	1041
OR8D1	927	927	927	927
OR8D2	936	936	936	936
OR8B2	1299	1299	1657	1657
OR8B3	942	942	942	942
OR8B4	930	930	930	930
OR8B8	936	936	936	936
OR8B12	933	933	933	933
OR8A1	981	981	981	981
PANX3	1600	1600	1600	1600
TBRG1	4004	4685	5162	5312
SIAE	2322	2907	3038	3591
SPA17	940	940	940	940
NRGN	1216	1216	1218	1218
LOC102724457	845	845	845	845
LOC102724440	349	349	349	349
VSIG2	1296	1221	1547	1862
ESAM	1672	1852	1869	1880
LOC101929340	3566	3566	3732	3732
MSANTD2	2113	1886	3757	6160
RP11-677M14.7	2908	2908	2908	2908
ROBO3	4554	4554	4554	4554
ROBO4	3620	3652	3837	3899
HEPACAM	3570	3567	3599	3623
HEPN1	1428	1428	1428	1428
CCDC15	2784	2591	3893	4026
SLC37A2	3346	4139	4196	4246
TMEM218	3386	3893	4106	4254
PKNOX2	3068	3506	3730	3730
FEZ1	1809	1808	1856	3551
MGC39545	774	774	774	774
EI24	2206	2206	2262	2262
STT3A	4214	4226	4314	4314
CHEK1	3498	3692	4155	4897
ACRV1	1067	1071	1175	1191
PATE1	1508	1508	1508	1508
PATE2	1146	1146	1640	1684
PATE3	1336	1336	1336	1336
PATE4	1986	1986	1986	1986
HYLS1	1616	1465	2059	2518
PUS3	1348	1434	1844	1873
DDX25	1670	1670	1833	1833
RP11-680F20.6	2685	2685	2685	2685
CDON	8081	8081	8116	8116
RPUSD4	2465	2465	2512	2512
FAM118B	1818	1711	2090	2090
SRPR	3050	3050	3092	3092
FOXRED1	2043	1850	3062	3630
TIRAP	1334	1193	2348	2872
DCPS	1479	1479	1479	1479
ST3GAL4-AS1	753	753	753	753
ST3GAL4	1788	1736	2053	2791
KIRREL3	3353	3749	3777	4262
LOC101929427	442	442	442	442
KIRREL3-AS2	494	494	494	494
MIR3167	53	53	85	85
KIRREL3-AS3	1768	1768	1768	1768
RP11-480C22.1	498	498	498	498
ETS1	4960	5002	5242	5563
MIR6090	39	39	60	60
RP11-1007G5.2	1381	1381	1381	1381
LOC101929538	1941	1941	1941	1941
FLI1	3899	4008	4152	4373
SENCR	1298	1298	1298	1298
KCNJ1	2563	2585	2755	2908
KCNJ5	4313	4313	5714	6018
C11orf45	3605	3624	3635	3867
TP53AIP1	1564	1263	3131	3444
ARHGAP32	9464	9749	10111	10560
BARX2	1767	1767	1767	1767
LOC101929557	982	982	982	982
TMEM45B	1926	1827	2207	2402
NFRKB	5170	5087	5437	5756
PRDM10	5355	6009	6322	6581
LINC00167	2863	2863	2863	2863
APLP2	3514	3608	3812	3992
ST14	3300	3300	3300	3300
ZBTB44	8542	8839	9612	9613
ADAMTS8	3734	3734	3806	3806
ADAMTS15	5187	4984	5676	6130
MIR8052	45	45	69	69
C11orf44	3547	3547	3547	3547
RP11-890B15.2	4454	4454	7408	7408
SNX19	4182	4061	6078	6758
NTM	2985	3042	3408	4725
AP003025.2	4335	4335	4335	4335
LOC101929637	678	678	678	678
NTM-IT	764	764	764	764
OPCML	5650	6300	6792	7172
LOC102724644	75	75	75	75
SPATA19	903	920	992	1142
MIR4697HG	5306	5306	5306	5306
MIR4697	41	24	78	78
IGSF9B	4154	4154	4758	5081
RP11-713P17.3	2299	2299	2299	2299
JAM3	3591	3591	3668	3668
NCAPD3	5605	5605	5605	5605
VPS26B	3669	3669	3669	3669
THYN1	970	954	1321	1352
ACAD8	1770	1812	2552	3635
GLB1L3	3012	3012	3081	3720
GLB1L2	3230	3230	3305	3365
B3GAT1	3140	3524	4309	5092
LOC283177	2737	2737	2737	2737
LOC100507548	1436	1436	1436	1436
LOC100288778	1221	1221	1221	1221
LOC102723520	727	727	727	727
FAM138D	1128	1128	1128	1128
IQSEC3	4837	4837	6976	7395
RP11-598F7.4	2907	2907	2907	2907
SLC6A12	2818	3068	3500	4261
LOC101929384	761	761	761	761
SLC6A13	1791	1816	2249	3615
LOC102723544	875	875	875	875
KDM5A	10836	10836	10836	10836
CCDC77	2328	2328	2369	2506
B4GALNT3	3438	3438	3438	3438
NINJ2	1037	1062	1118	1511
LOC101929432	187	187	198	218
WNK1	10341	10435	11232	13225
RAD52	2444	2437	3535	4162
ERC1	9099	9210	9453	9537
LOC101929449	464	464	464	464
LINC00942	2244	2244	2244	2244
FBXL14	2111	2111	2111	2111
WNT5B	2195	2194	2223	2418
LOC102723583	431	431	431	431
MIR3649	42	42	66	66
LOC102723599	43	43	43	43
ADIPOR2	4045	4084	4087	4184
CACNA2D4	5304	5304	5343	5395
LRTM2	3990	3969	4074	4077
LINC00940	2352	2352	2352	2352
DCP1B	2005	2092	2121	2271
CACNA1C	13408	13517	13729	14780
CACNA1C-AS4	737	737	737	737
CACNA1C-IT3	430	430	430	430
CACNA1C-AS1	2230	2230	2230	2230
RP11-885B4.2	571	571	571	571
FKBP4	3743	3743	3743	3743
ITFG2	2114	2249	2401	2646
NRIP2	2046	2093	2777	3176
LOC100507424	877	877	877	877
LOC101929469	2655	2655	2655	2655
FOXM1	3528	3509	3646	3649
RHNO1	1937	1951	2085	2464
TULP3	2553	2553	3106	3106
TEAD4	1732	1736	1795	2161
TSPAN9	3696	4317	4853	5569
PRMT8	2023	1995	2404	2498
LOC100129223	5979	5979	5979	5979
